Case Number,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Investigator or Source
2014.08.10,10-Aug-2014,2014,Unprovoked,USA,Florida,"Hallandale Beach, Broward County",,M,26,Puncture wounds & lacerations to foot,N,,"CBS Miami, 8/11/1014"
2014.08.09,09-Aug-2014,2014,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Swimming,F,10,Puncture wounds to right foot & ankle,N,morning,"Florida Today, 8/9/2014"
2014.08.08,08-Aug-2014,2014,Unprovoked,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",Swimming,M,7,Minor lacerations to left heel and big toe,N,afternoon,"The Times-Picayune, 8/9/2014"
2014.08.06,06-Aug-2014,2014,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Boogie boarding,M,10,Lacerations to right leg & foot,N,afternoon,"C. Creswell, GSAF;        WCSC. 8/6/2014"
2014.08.05,05-Aug-2014,2014,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,F,45,Lacerations to  foot,N,,"Inquisitr, 8/7/2014"
2014.08.02,02-Aug-2014,2014,Unprovoked,USA,Florida,"South of Cocoa Beach, Brevard County",Surfing,M,50,Foot bitten,N,,"Florida Today, 8/8/2014"
2014.08.02,02-Aug-2014,2014,Unprovoked,USA,Florida,"Table Beach, Brevard County",Boogie boarding,M,8,Laceration to ankle,N,morning,"Florida Today, 8/2/2014"
2014.08.01,01-Aug-2014,2014,Unprovoked,SOUTH AFRICA,Western Cape Province,Muizenberg,Surfing,M,20,Lower limbs & thigh bitten,N,afternoon,"NSRI, 8/1/2014"
2014.07.27,27-Jul-2014,2014,Unprovoked,USA,North Carolina,"Sunset Beach, Brunswick County",Swimming,M,,Left foot bitten,N,,"C. Creswell, GSAF"
2014.07.22,22-Jul-2014,2014,Unprovoked,REUNION,Saint-Leu,,Surfing,M,51,Lacerations to right wrist & calf,N,afternoon,"BFM-tv, 7/22/2014"
2014.07.21,21-Jul-2014,2014,Unprovoked,USA,Florida,"Indialantic, Brevard County",Standing,M,8,Lacerations to right knee,N,,"ClickOrlando, 7/22/2014"
2014.07.20,20-Jul-2014,2014,Unprovoked,SPAIN,Canary Islands,"Teresita, Santa Cruz, Tenerife",Wading,,,Minor injury,N,,"DiariodeAvisos, 7/25/2014"
2014.07.16,16-Jul-2014,2014,Unprovoked,USA,Hawaii,"Paia Bay, Maui",Swimming,M,61,Lacerations to left foot,N,afternoon,"Maui Now, 7/16/2014"
2014.07.14,14-Jul-2014,2014,Unprovoked,USA,Florida,Okaloosa Island,Swimming,M,39,Puncture wounds to foot,N,afternoon,"W. Victora, Daily News, 7/15/2014"
2014.07.13,13-Jul-2014,2014,Invalid,BAHAMAS,West End,Tiger Beach,Shark diving,M,63,"Missing after a dive, shark involvement considered probable, but not confirmed",,night,"Outside, 7/14/2014"
2014.07.12,12-Jul-2014,2014,Unprovoked,USA,North Carolina,"Masonboro Island, New Hanover County",Body surfing,M,,Lacerations to hand and wrist,N,,"C. Creswell, GSAF"
2014.07.09,9-Jul-2014,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Lacerations to foot,N,afternoon,"WESH.com, 7/9/2014"
2014.07.05.b,5-Jul-2014,2014,Provoked,USA,California,"Manhattan Beach, Los Angeles County",Swimming,M,,PROVOKED INCIDENT Torso bitten by shark hooked by an angler,N,morning,"R. Collier, GSAF /                   M Michaelson, SRI "
2014.07.05.a,5-Jul-2014,2014,Unprovoked,USA,California,"Oceano Dunes State Beach, San Luis Obispo County",Surfing,M,,"No injury, surboard bitten",N,morning,"R. Collier, GSAF"
2014.07.03,3-Jul-2014,2014,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Body surfing,M,19,Right hand bitten,N,afternoon,"C. Creswell, GSAF Live5News, 7/3/2014"
2014.06.27.R,Reported 27-Jun-2014,2014,Boating,ST. MARTIN,,20 miles from shore,Transatlantic Rowing,M,48,His boat was holed by a shark,N,,"Star Advertiser, 6/272014; Goree Challenge.com"
2014.06.25,25-Jun-2014,2014,Unprovoked,BAHAMAS,Abaco Islands,,Spearfishing,M,42,No injury but shark took his pole spear,N,morning,"A. Brenneka, Shark Attack Survivors, M. Adams"
2014.06.18.b,18-Jun-2014,2014,Unprovoked,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Surfing,M,,"No injury, surfboard 'attacked'",N,afternoon,"The Times, 6/19/2014"
2014.06.18.a,18-Jun-2014,2014,Unprovoked,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Body boarding,M,15,Lacerations to knee,N,afternoon,"The Advertiser, 6/19/2014"
2014.06.17.R,Reported 17-Jun-2014,2014,Provoked,AUSTRALIA,Western Australia,Horizontal Falls,Petting a shark,M,,Lacerations to right hand by captive shark PROVOKED INCIDENT,N,,"Meribula News, 6/17/2014"
2014.06.09.c,09-Jun-2014,2014,Unprovoked,BRAZIL,,500 km off the coast of Pernambuco,Fishing,M,43,Severe injury to arm,N,,"msn, 6/11/2014"
2014.06.09.b,09-Jun-2014,2014,Unprovoked,USA,Delaware,"Cape Henlopen State Park, Sussex County",Standing,M,16,"Abrasion to right hand, lacerations to left forearm",N,afternoon,"News Journal (Wilmington, Del), 6/11/2014"
2014.06.09.a,09-Jun-2014,2014,Unprovoked,AUSTRALIA,South Australia,"Parsons Beach,  Fleurieu Peninsula",Body boarding,M,39,Minor injury to torso,N,morning,"The Australian, 6/9/2014"
2014.06.08,08-Jun-2014,2014,Unprovoked,JAPAN,Atsumi peninsula,Aichi,Surfing,M,43,Left arm bitten,N,afternoon,"Sky News, 6/10/2013"
2014.06.07,07-Jun-2014,2014,Unprovoked,USA,Texas,"West Beach, Galveston",Kneeling in the water,F,14,Shallow lacerations & puncture wounds below shoulder,N,afternoon,"Inquisitr.com, 6/9/2014"
2014.06.01.c,01-Jun-2014,2014,Unprovoked,USA,Florida,Fort Lauderdale,Swimming,F,22,Laceration to right lower leg,N,morning,"Local10.com, 6/1/2014"
2014.06.01.b,01-Jun-2014,2014,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Surfing,M,,Lacerations & puncture wounds to ankle and foot,N,morning,"Newcastle Herald, 6/3/2014"
2014.06.01.a,01-Jun-2014,2014,Unprovoked,USA,Palmyra Atoll,,Tagging sharks,F,37,Laceration to left hand,N,,U.S. Coast Guard
2014.05.27.R,24-May-2014,2014,Unprovoked,AUSTRALIA,Queensland,Nerang River near Chevron Island,Fell into the water,F,29,Lacerations to legs,N,,"Gold Coast Bulletin, 4/27/2014"
2014.05.23,23-May-2014,2014,Unprovoked,FRANCE,Wallis and Futuna,Wallis Island,Scuba diving,M,,Lacerations to left thigh and hip,N,morning,Facebook.com
2014.05.22,22-May-2014,2014,Provoked,AUSTRALIA,New South Wales,The Australian Shark and Ray Centre,Teasing a shark,M,10,Cut to tip of finger by a captive shark PROVOKED INCIDENT,N,,"Newcastle Herald, 5/22/2014"
2014.05.15,15-May-2014,2014,Unprovoked,USA,Florida,"Juan Ponce de León Landing, Melbourne Beach, Brevard County",Body boarding,F,38,Calf bitten,N,morning,"M. Michaelson, Shark Research Institute"
2014.05.14,14-May-2014,2014,Unprovoked,AUSTRALIA,South Australia,"Elliston, Eyre Peninsula",Surfing,M,35,"No injury, but surfboard severely damaged",N,morning,"N. Davies, The Advertiser, 5/114/2014"
2014.05.13,13-May2014,2014,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Wading,F,44,Lacerations and puncture wounds to right foot,N,morning,"M. Michaelson, Shark Research Institute"
2014.05.11,11-May-2014,2014,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Surfing,M,12,Puncture wounds to right thigh,N,,"Savannah Morning News, 5/12/2014"
2014.05.10.R,Reported 10-May-2014,2014,Invalid,USA,Florida,"Bethel Shoals, Indian River County",Diving,M,,"No injury. No attack. 12' white shark appeared curious, not aggressive & departed when prodded by spear",,,"Metro, 5/10/2014"
2014.05.06,06-May-2014,2014,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,F,40,Lacerations to left foot,N,afternoon,"The Island Packet, 5/7/2014"
2014.05.01,01-May-2014,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,23,Laceration to right hand and cuts on fingertips,N,afternoon,"Wesh.com, 5/2/2014"
2014.04.24,24-Apr-2014,2014,Unprovoked,AUSTRALIA,Western Australia,"South Passage, south of Coral Bay",Spearfishing,M,,Minor injury,N,,"9 News, 4/24/2014"
2014.04.22,22-Apr-2014,2014,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,M,42,Laceration & puncture wounds to right foot,N,afternoon,"R. Neale, Florida Today, 4/22/2014"
2014.04.15,15-Apr-2014,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,25,Minor lacerations to left foot,N,morning,"Daytona Beach News-Journal, 4/15/2014"
2014.04.12,12-Apr-2014,2014,Provoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Fishing,M,,Lacerations to leg & hand by hooked shark PROVOKED INCIDENT,N,morning,"The Citizen, 4/12/2014"
2014.04.04.b,04-Apr-2014,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,Minor puncture wounds to lower left leg,N,afternoon,"News 13, 4/4/2014"
2014.04.04.a,04-Apr-2014,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,Lacerations to foot,N,morning,"News 13, 4/4/2014"
2014.04.03,03-Apr-2014,2014,Unprovoked,AUSTRALIA,New South Wales,Tathra,Swimming,F,63,FATAL,Y,morning,"B. Myatt, GSAF"
2014.03.29,29-Mar-2014,2014,Invalid,AUSTRALIA,Western Australia,Off Dawesville Cut,Diving for lobsters,M,38,Shark bites may have been post mortem,,morning,"The West Australian, 4/2/2014"
2014.03.22.b,22-Mar-2014,2014,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St Johns",Swimming,M,66,FATAL,Y,afternoon,"Austrian Independent, 3/24/2014"
2014.03.22.a,22-Mar-2014,2014,Unprovoked,USA,Florida,Delray Beach,Kite Surfing,M,,Lacerations to left forearm,N,,"TC Palm, 3/23/2014"
2014.03.21,21-Mar-2014,2014,Unprovoked,USA,Florida,Macarthur State Park,Surfing,M,9,Lacerations to toes and heel of right foot,N,,"E. Guy, WPBF, 3/26/2014"
2014.03.18.c,18-Mar-2014,2014,Unprovoked,NEW CALEDONIA,Baie de Sainte-Marie,,Kite Surfing,M,42,Lacerations to calf,N,afternoon,"A. Brenneka, Shark Attack Surviors"
2014.03.18.b,18-Mar-2014,2014,Unprovoked,AUSTRALIA,Victoria,Winkipop Beach,Surfing,M,42,Shark leapt onto surfboard; surfer uninjured ,N,morning,"New7 Melbourne, 3/19/2014"
2014.03.18,18-Mar-2014,2014,Invalid,AUSTRALIA,New South Wales,Lennox Head,,F,10,"Injuries to wrist/hand by a mackerel, not a shark",,afternoon,"Brisbane Times, 3/18/2014"
2014.03.12,12-Mar-2014,2014,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Swimming,M,,Minor lacerations to foot,N,afternoon,"N. Keene, The Daily Telegraph, 3/13/2014"
2014.03.02,02-Mar-2014,2014,Unprovoked,USA,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Surfing,M,21,Lacerations to toes,N,,"L.Gordon, CBS 12, 3/3/2014"
2014.02.20,20-Feb-2014,2014,Unprovoked,FRENCH POLYNESIA,Society Islands,Huahine,Kitesurfing,M,21,Lacerations to lower leg,N,afternoon,"A. Brenneka, Shark Attack Survivors"
2014.02.17,Reported 17-Feb-2014,2014,Boating,PAPUA NEW GUINEA,,,Sailing,M,21,"No injury to occupants, hull bitten",N,night,"Sail-World.com, 2/17/2014"
2014.02.08,08-Feb-2014,2014,Unprovoked,AUSTRALIA,South Australia,"Goldsmith Beach, Yorke Peninsula",Spearfishing / Free diving,M,28,FATAL,Y,morning,"The Advertiser, 2/9/2014"
2014.02.07,07-Feb-2014,2014,Unprovoked,NEW ZEALAND,South Island,Porpoise Bay,Surfing,M,28,Lacerations to leg,N,afternoon,"New Zealand Herald, 2/7/2014"
2014.01.26,26-Jan-2014,2014,Provoked,AUSTRALIA,New South Wales,Umina Beach,Fishing,M,,Lacerations to ring and pinky fingers of his left hand by hooked shark PROVOKED INCIDENT,N,,"Daily Telegraph, 1/29/2014"
2014.01.25,25-Jan-2014,2014,Unprovoked,NEW ZEALAND,South Island,Garden Bay near Cosy Nook,Spearfishing,M,24,Minor injury to left lower leg & heel,N,,"Stuff.co.nz,1/27/2014"
2014.01.04,04-Jan-2014,2014,Sea Disaster,JAPAN,Okinawa Prefecture,Off Miyako Island,Sea disaster,M,31,5 cm bite to left foot,N,,"Focus Taiwan, 1/7/2014"
2014.00.00.b,2014,2014,Unprovoked,USA,Hawaii,,Free diving / Photographing pilot whales,M,,"""Minor laceration to shoulder""",N,,You Tube
2013.12.25,25-Dec-2013,2013,Unprovoked,NEW CALEDONIA,North Province,"Lindéralique, Hienghène",Snorkeling,M,37,Leg bitten,N,morning,"Les Novelles Caledonie, 12/26/2014"
2013.12.16,16-Dec-2013,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Die Platt,Surfing,M,19,Injuries to left thigh,N,morning,"Cape Argus, 12/16/2013"
2013.12.13,13-Dec-2013,2013,Unprovoked,KIRIBATI,740 miles SE of Tarawa Atoll,,Attempting to remove fishing net from submerged object,M,35,Severe injury to arm,N,,"Coast Guard News, 12/16/2013"
2013.12.11,11-Dec-2013,2013,Unprovoked,USA,Hawaii,"Ninole Bay, Hawaii County",Boogie boarding,M,29,Lacerations to right hand & knee,N,morning,"Big Island Now, 12/11/2013"
2013.12.10,10-Dec-2013,2013,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,M,30,Right foot bitten,N,afternoon,"Florida Today, 12/10/2103"
2013.12.05,05-Dec-2013,2013,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",Surfing,M,26,"Puncture wounds to hand, laceration to leg",N,afternoon,"The Sydney Morning Herald, 12/5/2013"
2013.12.02,02-Dec-2013,2013,Unprovoked,USA,Hawaii,"Between  Makena & Molokini, Maui",Kayaking / Fishing,M,57,FATAL,Y,morning,"C. Sugidono, The Maui News, 12/2/2013"
2013.11.30,30-Nov-2013,2013,Unprovoked,AUSTRALIA,New South Wales,"Riecks Point,  Campbells Beach, ",Body boarding,M,19,FATAL,Y,afternoon,"The Sydney Morning Herald, 11/30/2013"
2013.11.29,29-Nov2013,2013,Unprovoked,USA,Hawaii,"Keawekapu Beach, Kihei, Maui",Snorkeling,F,58,Right calf bitten,N,morning,"L. Fujimoto, Maui News, 11/29/2013"
2013.11.23.a,23-Nov-2013,2013,Unprovoked,AUSTRALIA,Western Australia,Gracetown,Surfing,M,35,FATAL,Y,morning,"J. Baily; Perth Now, 11/23/2013"
2013.11.22,22-Nov-2013,2013,Unprovoked,USA,Oregon,"Gleneden Beach, Lincoln County",Surfing,M,25,"No injury, board bitten",N,morning,R. Collier
2013.11.12,12-Nov-2013,2013,Unprovoked,AUSTRALIA,Western Australia,"Trigg Beach, Perth",Surfing,M,,"No injury, board bumped by shark",N,afternoon,"West Australian, 11/13/2013"
2013.11.10,10-Nov-2013,2013,Provoked,BAHAMAS,,Off Cape Eleuthera,Shark fishing,M,77,Injuries to arm & leg by hooked shark   PROVOKED INCIDENT,N,morning,"Jamaica Observer, 11/11/2013"
2013.11.07.b,07-Nov-2013,2013,Unprovoked,USA,New Jersey,"Bay Head, Ocean County",Body boarding,M,16,"No injury, swim fin bitten",N,afternoon,"S. Nagiewicz, SRI; Star Ledger, 11/9/2013"
2013.11.07.a,07-Nov-2013,2013,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,M,,Foot bitten,N,,"Space Coast Daily, 11/11/2013"
2013.10.31,31-Oct-2013,2013,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui",Kiteboarding,M,46,Severe bite to right calf & anklel,N,afternoon,"Maui TV, 10/31/2013"
2013.10.28,28-Oct-2013,2013,Unprovoked,AUSTRALIA,Western Australia,Turquoise Bay,Snorkeling,F,60,Lacerations to right arm,N,afternoon,"AAP, 10/28/2013"
2013.10.26.b,26-Oct-2013,2013,Unprovoked,REUNION,dÉtang-Salé,Ravine Mula,Body boarding,M,24,Right leg severed,N,afternoon,"Global Post, 10/26/2013"
2013.10.26.a,26-Oct-2013,2013,Unprovoked,AUSTRALIA,Western Australia,"Little Island, near Hillarys",Diving for crayfish,M,,"No injury, swim fin shredded",N,morning,"Sky News, 10/26/2013"
2013.10.24,24-Oct-2013,2013,Unprovoked,AUSTRALIA,New South Wales,South Narrabeen Beach,Surfing,M,41,Injuries to right foot,N,afternoon,"A. Brenneka, Shark Attack Survivors"
2013.10.23,23-Oct-2013,2013,Unprovoked,USA,Hawaii,"Waiehu, Maui",Diving ,M,45,"3"" laceration to left hip",N,afternoon,"Maui News, 10/23/2013"
2013.10.20,20-Oct-2013,2013,Unprovoked,USA,Hawaii,"Pila'a Beach, Kaua'i",Surfing,M,25,"No injury, shark bit surfboard",N,morning,"B. Buley, The Garden Island, 10/22/2013"
2013.10.19,19-Oct-2013,2013,Unprovoked,USA,Florida,Miami Beach,Wading,M,6,Bitten on left calf & foot,N,,K & D Hamby 
2013.10.11,11-Oct-2013,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Albatros Point, near Jeffrey's Bay",Swimming / snorkeling,M,74,FATAL,Y,morning,"JBayNews.com, 10/11/2013"
2013.10.08,08-Oct-2013,2013,Unprovoked,AUSTRALIA,Western Australia,"Off Poison Creek, Cape Arid",Diving for Abalone,M,55,"Injuries to torso, head and face",N,morning,"Fox News, 10/9/2013"
2013.10.05,06-Oct-2013,2013,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,45,Laceration to thigh,N,morning,"R. Collier, GSAF"
2013.10.05,10-Oct-2013,2013,Unprovoked,USA,Florida,"Destin, Okaloosa County",Wading,M,12,Lacerations to  right forearm,N,afternoon,"Monroe County Advocate, 10/9/2013"
2013.09.29.b,29-Sep-2013,2013,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,50,Lacerations to hand,N,morning,"Florida Today, 9/30/2013"
2013.09.29.a,29-Sep-2013,2013,Unprovoked,ISRAEL,Southern District,Ashdod,Diving,M,27,Hand bitten ,N,morning,"Times of Israel, 9/30/2013"
2013.09.25, 25-Sep-2013,2013,Unprovoked,USA,Florida,"Panama City, Bay County",Standing,M,7,Laceration and puncture wounds to ankle,N,morning,"C. Dobridnia, WMBB.com"
2013.09.21.b, 21-Sep-2013,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,45,Lacerations to right foot,N,morning,"M. I. Johnson, Daytona Beach News Journal"
2013.09.21.a, 21-Sep-2013,2013,Unprovoked,USA,Florida,"Carlin Park, Jupiter, Palm Beach County",Surfing,M,,Lacerations to left foream,N,morning,News Channel 5
2013.09.14, 14-Sep-2013,2013,Unprovoked,USA,Florida,"Casino Beach, Pensacola, Escambia County",Swimming,M,21,Lacerations to right foot,N,afternoon,"E. Ritter, GSAF"
2013.09.12, 12-Sep-2013,2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,F,13,Heel bitten,N,morning,"Orlando Sentinel, 9/7/2013"
2013.09.07.b, 07-Sep-2013,2013,Provoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,M,43,Foot bitten when he accidentally jumped onto the shark PROVOKED INCIDENT,N,afternoon,"Orlando Sentinel, 9/7/2013"
2013.09.07.a, 07-Sep-2013,2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",Standing,M,25,"Minor injury, shin bitten",N,afternoon,"Orlando Sentinel, 9/7/2013"
2013.09.02, 02-Sep-2013,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,17,Shoulder bitten,N,morning,"WFTV, 9/2/2013"
2013.09.01.c, 01-Sep-2013,2013,Provoked,USA,Florida,Key West Aquarium,,M,3,Arm bitten by captive shark PROVOKED INCIDENT,N,,"KeyNews, 8/4/2013"
2013.09.01.a, 01-Sep-2013,2013,Unprovoked,USA,Florida,"St Augustine Beach, St Johns County",Casting a net,M,9,Lacerations to left calf,N,morning,"WTEV 47, 9/1/2013"
2013.08.31.a,31-Aug-2013,2013,Unprovoked,USA,California,"Butterfly Beach, Montecito, Santa Barbara County",Swimming,M,,Foot bitten,N,,R. Collier
2013.08.29,29-Aug-2013,2013,Invalid,USA,California,Catalina Channel,Marathon swimming,F,47,"Puncture wound to torso. Reported as a bite by a leopard shark, the tooth fragment appears to be that of a bony fish",,,"Stowe Reporter, 9/5/2013"
2013.08.26,26-Aug-2013,2013,Provoked,FRANCE,Bay of Biscay,,Longline fishing for sharks,M,50,Laceration to right arm from hooked shark  PROVOKED INCIDENT,N,afternoon,"Diariovasco.com, 8/28/2013"
2013.08.25.b, 25-Aug-2013,2013,Unprovoked,USA,Florida,"Winterhaven Park,           Ponce Inlet, Volusia County",Boogie boarding,F,11,Minor injury to left lower leg & heel,N,afternoon,"Daytona Beach News-Journal, 8/28/2013"
2013.08.25, 25-Aug-2013,2013,Unprovoked,AUSTRALIA,New South Wales,Smiths,Wrangling a shark,M,,Lacerations to left forearm,N,afternoon,"Great Lakes Advocate, 8/28/2013"
2013.08.18, 18-Aug-2013,2013,Unprovoked,USA,Hawaii,Pohoiki ,Surfing,M,16,Lacerations to buttocks & thigh,N,morning,"T. Mori, KHON2, 8/18/2013"
2013.08.17,17-Aug-2013,2013,Unprovoked,USA,California,"Pillar Point, Half-Moon Bay, San Mateo County",Surfing,F,,"No injury, shark bumped surfboard",N,morning,R. Collier
2013.08.14, 14-Aug-2013,2013,Unprovoked,USA,Hawaii,"Makenat, Maui",Snorkeling,F,20,FATAL,Y,afternoon,"KHON2, 8/15/2013"
2013.08.13, 13-Aug-2013,2013,Unprovoked,USA,Hawaii,"Ka'a Point, Maui",Kiteboarding,F,19,No injury & not on board. Board adrift when bitten by shark,N,afternoon,"Maui News, 8/14/2013"
2013.08.11,11-Aug-2013,2013,Unprovoked,USA,South Carolina,Folly Beach,Surfing,M,10,"No injury, shark became entangled in his surfboard leash",N,afternoon,"Post and Courier, 8/11/2013"
2013.08.05, 05-Aug-2013,2013,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Fishing,M,17,Minor injury to foot & shin,N,afternoon,"NBC2 News, 8/5/2013"
2013.07.31,  31-Jul-2013,2013,Unprovoked,USA,Hawaii,"Ulua Beach, Maui",Snorkeling,F,56,"Lacerations to hand, face and torso",N,morning,"Maui Now, 7/31/2013"
2013.07.30,  30-Jul-2013,2013,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,32,Foot bitten,N,,"A. Brenneka, Shark Attack Survivors;      C. Creswell, GSAF"
2013.07.29.c,28-Jul-2013,2013,Unprovoked,BAHAMAS,Abaco Islands,Scotland Cay,Spearfishing,M,40,Leg bitten,N,afternoon,"CBS Miami, 8/1/2013"
2013.07.29.b,  29-Jul-2013,2013,Unprovoked,MEXICO,Quintana Roo,,Wading,F,,Hip bitten,N,morning,"A. Brenneka, Shark Attack Survivors"
2013.07.29.a,  29-Jul-2013,2013,Unprovoked,USA,Hawaii,"White Plains Beach, Oahu",Surfing,M,18,Lower leg bitten,N,afternoon,"Hawaii News Now, 7/29/2013"
2013.07.28.b,28-Jul-2013,2013,Unprovoked,BAHAMAS,Exuma Islands,Compass Cay,Cleaning fish,M,64,Bitten on left hand,N,afternoon,"Tribune 242, 7/28/2013"
2013.07.28.a,28-Jul-2013,2013,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay,Diving,M,50,Bitten on rear lower extremities,N,morning,"News Channel 5, 7/28/2013"
